epoch,step,test_loss,test_pearson,train_loss,train_pearson,val_loss,val_pearson
0,822,,,,0.7262781262397766,0.5648004412651062,0.8510711193084717
0,822,,,0.7724167704582214,,,
1,823,0.4713788330554962,0.7969984412193298,,,,
