epoch,step,test_loss,test_pearson,train_loss,train_pearson,val_loss,val_pearson
0,822,,,,0.7294355034828186,0.5718508362770081,0.848505437374115
0,822,,,0.7649616599082947,,,
1,823,0.4694540500640869,0.7982767820358276,,,,
